text,intent,split
let lisa know where i am now,share_location,validation
i want david to know where i'm at,share_location,validation
can you share my location with roger,share_location,validation
can you send my exact location to laura,share_location,validation
share my location with apple,share_location,validation
share my location with google,share_location,validation
send mike my exact location,share_location,validation
"send my current location to steve, please",share_location,validation
steve needs to know my location,share_location,validation
i'd like to send steve my location,share_location,validation
share my location with steve,share_location,validation
i need to send my location to my friend steve,share_location,validation
give arianna my current location,share_location,validation
share with current location with ben,share_location,validation
show my gps location to brittany,share_location,validation
give my gps location to jason,share_location,validation
share my gps with tom,share_location,validation
cash in my credit card rewards,redeem_rewards,validation
convert my credit card points to cash,redeem_rewards,validation
cash in my credit card points,redeem_rewards,validation
where i can use credit card points,redeem_rewards,validation
redeem credit card points,redeem_rewards,validation
how to use credit card points,redeem_rewards,validation
what can i buy with credit card points,redeem_rewards,validation
please redeem my credit card points,redeem_rewards,validation
redeem my credit card rewards into my account,redeem_rewards,validation
help with credit card points,redeem_rewards,validation
what should i use the points from my credit card on,redeem_rewards,validation
how do i cash in credit card points,redeem_rewards,validation
"i have credit card points, how do i redeem them",redeem_rewards,validation
where do i redeem my credit card points,redeem_rewards,validation
i would like to find out how to cash out cred card points,redeem_rewards,validation
how to cash in visa card rewards,redeem_rewards,validation
how can i cash in my visa rewards,redeem_rewards,validation
how do you get your visa card rewards,redeem_rewards,validation
how do i get rewards from my visa card,redeem_rewards,validation
how do i get my rewards from my visa card,redeem_rewards,validation
